opportunity_key,source,source_ids,official_url,entity_id,orgao_cnpj,orgao_nome,municipio,distancia_km,objeto,categoria,modalidade,valor_estimado,valor_semantica,data_publicacao,data_abertura,data_encerramento,dias_restantes,status_canonico,status_evidence,data_confidence_score,client_fit_score,triage_recommendation,positive_factors,negative_factors,blockers,missing_fields,first_seen_at,last_seen_at,run_id,generated_at,git_sha,seed_sha256,schema_fingerprint
00394452000103-1-013100/2026,pncp,"[""00394452000103-1-013100/2026""]",,extra-9aff6bbff963ec247bb5,00394452000103,COMANDO DO EXERCITO,SANTA CATARINA,0.0,"Contratação de empresa especializada para exercício de atividade de barbearia nas dependências do 62º Batalhão de Infantaria, a título de cessão de uso onerosa",,Pregão - Eletrônico,99714.72,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-07-24T00:00:00+00:00,10,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:41.327536+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
15126437000305-1-002526/2026,pncp,"[""15126437000305-1-002526/2026""]",,extra-33ff6bab396aa41d69d0,15126437000305,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,SANTA CATARINA,0.0,"Contratação de empresa especializada na prestação de serviços contínuos de coleta, transporte, análise microbiológica e físico-química de amostras de água, incluindo emissão de laudos técnicos, com vistas ao monitoramento da potabilidade da água, a fim de atender as necessidades do Hospital Universitário Prof. Polydoro Ernani de São Thiago da Universidade Federal de Santa Catarina, vinculado à Universidade Federal de Santa Catarina,  pertencente à Rede HU Brasil..",,Pregão - Eletrônico,0.00,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-08-04T00:00:00+00:00,21,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:41.327536+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
15126437000305-1-002529/2026,pncp,"[""15126437000305-1-002529/2026""]",,extra-33ff6bab396aa41d69d0,15126437000305,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,SANTA CATARINA,0.0,"Registro de Preços para a aquisição de Produtos para Saúde - drenos, sondas/cateteres, tubos e coletores",,Pregão - Eletrônico,0.00,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-07-23T00:00:00+00:00,9,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:41.327536+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82558909000124-1-000081/2026,pncp,"[""82558909000124-1-000081/2026""]",https://bnccompras.com/Process/ProcessView?param1=[gkz]2iPkndrfCt2/uQUUktkuF1asAnIjkcqVkXuvWWKsrMBs1XK4XU3VMUKtZ6lu_QB5BKNahXFci3KcJ0JD7MvWk6JYBkfNnqMlyUkcIv5B_PM=,extra-c063404aafd70abb61c2,82558909000124,MUNICIPIO DE LAURO MULLER,LAURO MULLER,121.7,"A presente licitação tem por objetivo o credenciamento de instituições para acolhimento institucional para idosos em Instituição de Longa Permanência para Idosos – ILPI, para atendimento das necessidades da Secretaria de Assistência Social de Lauro Muller/SC, obedecendo integralmente às especificações e determinações previstas no presente edital e seus anexos.",,Credenciamento,922999.68,valor_total_estimado_informado_pelo_pncp,2026-04-23T11:24:36+00:00,2026-05-15T10:00:00+00:00,2026-12-31T23:59:00+00:00,171,open,future_deadline,100,19,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Link oficial disponível"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 121.7 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],[],2026-07-13T00:08:10.935502+00:00,2026-07-13T00:08:10.935502+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82558909000124-1-000187/2026,pncp,"[""82558909000124-1-000187/2026""]",https://bnccompras.com/Process/ProcessView?param1=[gkz]5TIKIvqoO5y7Q_5BM3xb434DQMA_HPeP8RTDMqPeB4nUVJVqk98TpDxDuUkvgnxnNE7LZMQ_rtZaJnFiJ0nVSc9NfAsY/3IZHCb0Cho08TA=,extra-c063404aafd70abb61c2,82558909000124,MUNICIPIO DE LAURO MULLER,LAURO MULLER,121.7,"A presente licitação tem por objetivo a contratação de empresa especializada para a elaboração de estudos e projetos de engenharia destinados à identificação, avaliação e proposição de soluções para os problemas de drenagem urbana e alagamentos recorrentes, mediante o dimensionamento de sistemas de micro drenagem e macrodrenagem, visando aumentar a segurança da população, reduzir os danos à infraestrutura pública e privada, garantir a adequada condução das águas pluviais e promover a recuperação",,Concorrência - Eletrônica,73583.35,valor_total_estimado_informado_pelo_pncp,2026-07-02T22:16:36+00:00,2026-07-02T22:30:00+00:00,2026-07-17T08:30:00+00:00,3,open,future_deadline,100,19,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Link oficial disponível"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 121.7 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],[],2026-07-13T00:07:50.588964+00:00,2026-07-13T00:07:50.588964+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102806000118-1-000137/2026,pncp,"[""83102806000118-1-000137/2026""]",https://comprasbr.com.br/pregao-eletronico-detalhe/?idlicitacao=46657,extra-824c9bab02e3d164cd84,83102806000118,MUNICIPIO DE RIO DOS CEDROS,RIO DOS CEDROS,119.0,"CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA COM FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS E MÃO DE OBRA PARA PAVIMENTAÇÃO ASFÁLTICA NA RODOVIA MUNICIPAL RCD-110, BAIRRO RIO ADA, EXTENSÃO DE 5.200,00 METROS, EM CONFORMIDADE COM O PROJETO BÁSICO, MEMORIAL DESCRITIVO E DEMAIS ANEXOS DO EDITAL.",,Concorrência - Eletrônica,6255289.01,valor_total_estimado_informado_pelo_pncp,2026-07-06T15:44:03+00:00,2026-07-07T09:00:00+00:00,2026-07-23T09:00:00+00:00,9,open,future_deadline,100,19,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Link oficial disponível"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 119.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],[],2026-07-13T00:07:50.307876+00:00,2026-07-13T00:07:50.307876+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83545244000187-1-000073/2026,pncp,"[""83545244000187-1-000073/2026""]",,extra-df359ae3700a8b88b812,83545244000187,JOINVILLE CAMARA DE VEREADORES,JOINVILLE,146.5,"Contratação de empresa especializada para execução de reforma de 03 (três) espaços internos da Câmara de Vereadores de Joinville, em área total de aproximadamente 284,70m² (sala de reuniões das Comissões, recepção/hall/galeria e sala da Diretoria Administrativa).",,Concorrência - Eletrônica,919485.91,valor_total_estimado_informado_pelo_pncp,2026-06-11T00:00:00+00:00,2026-06-11T00:00:00+00:00,2026-07-30T00:00:00+00:00,16,open,future_deadline,89,19,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Termos positivos: reforma"", ""Distância no raio: 146.5 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:58.364592+00:00,2026-07-13T00:07:58.364592+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83545244000187-1-000072/2026,pncp,"[""83545244000187-1-000072/2026""]",,extra-df359ae3700a8b88b812,83545244000187,JOINVILLE CAMARA DE VEREADORES,JOINVILLE,146.5,"Contratação de empresa especializada para execução de reforma de 03 (três) espaços internos da Câmara de Vereadores de Joinville, em área total de aproximadamente 284,70m².",,Concorrência - Eletrônica,919485.91,valor_total_estimado_informado_pelo_pncp,2026-06-11T00:00:00+00:00,2026-06-11T00:00:00+00:00,2026-07-30T00:00:00+00:00,16,open,future_deadline,89,19,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Termos positivos: reforma"", ""Distância no raio: 146.5 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:58.364592+00:00,2026-07-13T00:07:58.364592+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102491000109-1-000306/2026,pncp,"[""83102491000109-1-000306/2026""]",,extra-064fff4e9d6a4d9d8e2b,83102491000109,MUNICIPIO DE SCHROEDER,SCHROEDER,141.5,"Contratação de empresa especializada para execução (com fornecimento de mão de obra, materiais e equipamentos necessários), da substituição de cobertura e fechamento frontal no galpão de eventos e na cancha do Ginásio Alfredo Pasold, bem como reforma da área do bar com implantação de estrutura metálica nova para cobertura, localizado na Avenida dos Imigrantes, s/n, Bairro Centro, no Município de Schroeder/SC, de acordo com projetos,
memorial descritivo, planilha de quantitativos e demais anexos pertinentes.",,Concorrência - Eletrônica,393738.74,valor_total_estimado_informado_pelo_pncp,2026-07-08T00:00:00+00:00,2026-07-08T00:00:00+00:00,2026-07-23T00:00:00+00:00,9,open,future_deadline,89,19,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Termos positivos: reforma"", ""Distância no raio: 141.5 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:50.081289+00:00,2026-07-13T00:07:50.081289+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102475000116-1-000102/2026,pncp,"[""83102475000116-1-000102/2026""]",,extra-49e0173b0abe78823c5d,83102475000116,MUNICIPIO DE GUARAMIRIM,GUARAMIRIM,133.0,"CONTRATAÇÃO DE EMPRESA COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA A EXECUÇÃO DAS OBRAS DE REFORMA E AMPLIAÇÃO DA SEDE DA POLÍCIA MILITAR, NO MUNICÍPIO DE GUARAMIRIM/SC.",,Concorrência - Eletrônica,266030.56,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-08-06T00:00:00+00:00,23,open,future_deadline,89,19,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Termos positivos: reforma"", ""Distância no raio: 133.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
95778056000188-1-000052/2026,pncp,"[""95778056000188-1-000052/2026""]",https://licitanet.com.br/sessao/191777,extra-c231fac2611b7e275a99,95778056000188,MUNICIPIO DE COCAL DO SUL,COCAL DO SUL,135.7,"[LICITANET] - Registro de Preço para contratação de empresa para o serviço de TRANSPORTE DE CALCÁRIO de forma parcelada conforme Programa da Secretaria Municipal de Infraestrutura e Desenvolvimento Rural (Lei nº 1.135/2013), no atendimento ao Município de Cocal do Sul-SC.",,Pregão - Eletrônico,0.00,valor_total_estimado_informado_pelo_pncp,2026-07-01T08:30:27+00:00,2026-07-01T08:30:01+00:00,2026-07-15T09:00:00+00:00,1,open,future_deadline,100,18,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Link oficial disponível"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 135.7 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],[],2026-07-13T00:07:50.954726+00:00,2026-07-13T00:07:50.954726+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83169623000110-1-000290/2026,pncp,"[""83169623000110-1-000290/2026""]",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=45323003902552026,extra-8d874f1e5247927671dd,83169623000110,MUNICIPIO DE JOINVILLE,JOINVILLE,146.5,Ampliação da  Escola Municipal Professora Rosângela Martinowsky Baptista,,Concorrência - Eletrônica,18744886.52,valor_total_estimado_informado_pelo_pncp,2026-07-02T07:02:46+00:00,2026-07-02T08:30:00+00:00,2026-07-21T08:30:00+00:00,7,open,future_deadline,100,18,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Link oficial disponível"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 146.5 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],[],2026-07-13T00:07:50.588964+00:00,2026-07-13T00:07:50.588964+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102491000109-1-000300/2026,pncp,"[""83102491000109-1-000300/2026""]",https://www.portaldecompraspublicas.com.br/processos/SC/Prefeitura-Municipal-de-Schroeder-2914/CPMP-39-2026-2026-493495,extra-064fff4e9d6a4d9d8e2b,83102491000109,MUNICIPIO DE SCHROEDER,SCHROEDER,141.5,"[Portal de Compras Públicas] - Contratação de empresa especializada em fornecimento de materiais e serviços para ampliação do sistema de iluminação pública da Rede de Distribuição Urbana, conforme projetos aprovados pela CELESC, memoriais descritivos e relação de material, para atender as necessidades da Secretaria de Obras e Infraestrutura Urbana na Rua 26 – Santa Catarina, Bairro Braço do Sul, no Município de Schroeder/SC",,Concorrência - Eletrônica,23669.24,valor_total_estimado_informado_pelo_pncp,2026-07-06T13:57:10+00:00,2026-07-07T08:00:00+00:00,2026-07-21T08:59:00+00:00,7,open,future_deadline,100,18,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Link oficial disponível"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 141.5 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],[],2026-07-13T00:07:50.307876+00:00,2026-07-13T00:07:50.307876+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
78492576000100-1-000070/2026,pncp,"[""78492576000100-1-000070/2026""]",https://bllcompras.com/Process/ProcessView?param1=[gkz]/WwG/Dvx6VaKzp1KvmpVENkKIerGXvbVi8eEE1pA2EcrjrP_3O/Fj9cS8Fhs0Rafyc2WWbPkmTDsjvo7UIqXNNiJL6xD_OQvnTxk8Wj_DuI=,extra-430b8d0933023d5a6a35,78492576000100,MUNICIPIO DE URUPEMA,URUPEMA,136.4,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA OBRA DE PAVIMENTAÇÃO DA PRIMEIRA ETAPA DA RUA JOSÉ MARIA DE ANDRADE, NO MUNICÍPIO DE URUPEMA/SC, INCLUINDO FORNECIMENTO DE MATERIAIS, MÃO DE OBRA, EQUIPAMENTOS, DRENAGEM PLUVIAL, TERRAPLENAGEM, PAVIMENTAÇÃO, CALÇADAS ACESSÍVEIS, SINALIZAÇÃO VIÁRIA E SERVIÇOS COMPLEMENTARES",,Concorrência - Eletrônica,275337.55,valor_total_estimado_informado_pelo_pncp,2026-07-07T07:48:27+00:00,2026-07-07T08:00:00+00:00,2026-08-04T08:00:00+00:00,21,open,future_deadline,100,18,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Link oficial disponível"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 136.4 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],[],2026-07-13T00:07:50.081289+00:00,2026-07-13T00:07:50.081289+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82892373000189-1-000001/2027,pncp,"[""82892373000189-1-000001/2027""]",,extra-ec0d261c3e67e3370907,82892373000189,MUNICIPIO DE GOVERNADOR CELSO RAMOS,GOVERNADOR CELSO RAMOS,30.8,"CREDENCIAMENTO DE PESSOAS JURÍDICAS COM OU SEM FINS LUCRATIVOS INTERESSADAS EM PRESTAR O SERVIÇO DE ACOLHIMENTO INSTITUCIONAL DE PESSOAS IDOSAS DE AMBOS OS SEXOS, COM DIVERSOS GRAUS DE DEPENDÊNCIA (I, II E III), NA MODALIDADE ILPI, CONFORME A DEMANDA DA SECRETARIA MUNICIPAL DE AÇÃO SOCIAL DE GOVERNADOR CELSO RAMOS/SC.",,Credenciamento,665863.20,valor_total_estimado_informado_pelo_pncp,2026-04-15T18:38:20+00:00,2026-04-16T08:00:00+00:00,2026-12-31T18:00:00+00:00,171,open,future_deadline,89,18,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 30.8 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:08:12.723376+00:00,2026-07-13T00:08:12.723376+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
64372423000115-1-000005/2026,pncp,"[""64372423000115-1-000005/2026""]",,extra-0cc1752211d6bfa34d6f,64372423000115,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO - SAMAE,PORTO BELO,48.5,"Credenciamento de instituições financeiras e similares, devidamente autorizados pelo Banco Central para a prestação de serviços bancários de recolhimento de faturas de água, obrigatoriamente em padrão FEBRABAN, para atender as necessidades do Serviço Autônomo Municipal de Água e Esgoto - SAMAE.",,Credenciamento,1647000.00,valor_total_estimado_informado_pelo_pncp,2026-04-30T10:25:34+00:00,2026-05-06T09:00:00+00:00,2027-05-06T17:00:00+00:00,297,open,future_deadline,89,18,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 48.5 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:08:07.515349+00:00,2026-07-13T00:08:07.515349+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82892373000189-1-000022/2026,pncp,"[""82892373000189-1-000022/2026""]",,extra-ec0d261c3e67e3370907,82892373000189,MUNICIPIO DE GOVERNADOR CELSO RAMOS,GOVERNADOR CELSO RAMOS,30.8,"CREDENCIAMENTO DE PESSOAS FÍSICAS OU JURÍDICAS ESPECIALIZADAS NA PRESTAÇÃO DE SERVIÇO TÉCNICO DE AVALIAÇÃO DE IMÓVEIS, EM ESTRITA OBSERVÂNCIA À NORMA ABNT NBR 14.653, COM REGISTRO REGULAR NO RESPECTIVO CONSELHO DE CLASSE (CREA, CAU OU CRECI), PARA ATENDER ÀS DEMANDAS DO MUNICÍPIO DE GOVERNADOR CELSO RAMOS/SC",,Credenciamento,201184.00,valor_total_estimado_informado_pelo_pncp,2026-05-18T17:15:41+00:00,2026-05-19T08:00:00+00:00,2027-12-31T18:00:00+00:00,536,open,future_deadline,89,18,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 30.8 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:08:00.762966+00:00,2026-07-13T00:08:00.762966+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
