contract_id,object_original,agency,uf,publication_date,snapshot_id,source_row_hash,stratum,reviewer_1_label,reviewer_1_reason,reviewer_2_label,reviewer_2_reason,adjudicated_label,adjudicator,reviewed_at
13650403000128-2-000070/2026,"Contratação de empresa especializada no fornecimento de CIMENTO PORTLAND DO TIPO CP-III SACO COM 50KG (material de consumo), a fim de atender as demandas da Secretaria Municipal de Infraestrutura e Serviços Urbanos.",Prefeitura Municipal de Teixeira de Freitas,BA,2026-02-24,confenge_commercial_pncp_supplier_contracts,b17c38c2649c3f1272cd0396af74c21b418936ccd9f5dd19ee5a608be870a0f3,materiais_construcao,,,,,,,
90895905000160-2-000156/2026,"Prestação de serviço de hora máquina com operador, escavadeira hidráulica para manutenção de infraestrutura, destinado à SMVSU.",PREFEITURA MUNICIPAL DE MONTENEGRO,RS,2026-05-27,confenge_commercial_pncp_supplier_contracts,43c004c9a2cd83b7653b0190037c2f82730cd18795e6424b5a4db6267556ae15,locacao_com_operador,,,,,,,
02056729000105-2-001111/2026,"CONTRATO Nº 142/2026, PROTOCOLO 48770/2026. TEM COMO OBJETO A CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO COM DISPONIBILIDADE DE RETROESCAVADEIRA, COM OPERADOR, INCLUSA MANUTENÇÃO (PREVENTIVA E CORRETIVA) E SEGURO COM COBERTURA DE DANOS MATERIAIS E CORPORAIS A TERCEIRO E COBERTURA DE ASSISTÊNCIA 24 HORAS, PARA ATENDER AS NECESSIDADES DA SECRETARIA DE INFRAESTRUTURA URBANA DA PREFEITURA MUNICIPAL DE RIO VERDE-GO",PREFEITURA MUNICIPAL DE RIO VERDE,GO,2026-06-18,confenge_commercial_pncp_supplier_contracts,90104687467b48fb12212618a3fa1a16e59467f2b46a094aefa686b1f8b006d1,locacao_com_operador,,,,,,,
25223850000180-2-000034/2026,"Credenciamento de pessoas jurídicas para locação de máquinas pesadas, caminhões e veículo utilitário para transporte de passageiros e cargas, com disponibilização de operador ou motorista habilitado, conforme o caso, para atendimento das demandas operacionais, de infraestrutura, manutenção urbana e rural, apoio logístico e ações do Município de Urucuia/MG",Setor de Compras e Licitações,MG,2026-07-01,confenge_commercial_pncp_supplier_contracts,4f98355c53261a7d98db651b2230ca71f6a266902bebb083ebd760b436839d2b,locacao_com_operador,,,,,,,
77003424000134-2-000082/2026,"Pelo presente instrumento, credenciam-se empresa (s) para prestação de serviços de retroescavadeira, com operador, para utilização em trabalhos orientados pela Secretaria Municipal de Transportes e Infraestrutura, na região norte do Município.",SECRETARIA DE TRANSPORTES E INFRAESTRUTURA,PR,2026-03-04,confenge_commercial_pncp_supplier_contracts,03e5fc3f8e8e8742679311a0f8ed55e42189830f4edbfde243cb996a48ef5b54,locacao_com_operador,,,,,,,
01303221000100-2-000152/2026,"LOCAÇÃO DE CAMINHÃO MUNCK COM CARROCERIA PRANCHA E GUINDASTE HIDRÁULICO, OPERADOR E TODOS OS INSUMOS NECESSÁRIOS PARA A EXECUÇÃO DO SERVIÇO, DESTINADAS A ATENDER AS DIVERSAS DEMANDAS DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA DE GOIANDIRA/GO, PARA MANUTENÇÃO DAS ATIVIDADES DO DMER.",GABINETE DO PREFEITO,GO,2026-07-15,confenge_commercial_pncp_supplier_contracts,7a182f67f97c6ae8a65cabc2be0626fc44fd542e15f0a237e9fefa3b6e960c20,locacao_com_operador,,,,,,,
77003424000134-2-000090/2026,"Pelo presente instrumento, credenciam-se empresa (s) para prestação de serviços de retroescavadeira, com operador, para utilização em trabalhos orientados pela Secretaria Municipal de Transportes e Infraestrutura, na região norte do Município.",SECRETARIA DE TRANSPORTES E INFRAESTRUTURA,PR,2026-03-04,confenge_commercial_pncp_supplier_contracts,11a5b826f7edfc62cc50c9b3bdff12e18a157e7a95c5ee83053bc95360f0e8de,locacao_com_operador,,,,,,,
90895905000160-2-000105/2026,"Prestação de serviço de hora máquina com operador, para acesso, terraplanagem, reformas e manutenção das estradas em diversas localidades, destino à SMDR.",Prefeitura Municipal de Montenegro,RS,2026-04-06,confenge_commercial_pncp_supplier_contracts,5ff36b85aefb7d1b857c74d7209c00b6ddcb9c8fb235ecf369e87d04de8a85d2,locacao_com_operador,,,,,,,
25223850000180-2-000040/2026,"Credenciamento de pessoas jurídicas para locação de máquinas pesadas, caminhões e veículo utilitário para transporte de passageiros e cargas, com disponibilização de operador ou motorista habilitado, conforme o caso, para atendimento das demandas operacionais, de infraestrutura, manutenção urbana e rural, apoio logístico e ações do Município de Urucuia/MG",Setor de Compras e Licitações,MG,2026-07-15,confenge_commercial_pncp_supplier_contracts,e2771a8ab163d4688983a63e696cb6acc809a55768ef18ba9634f6cf63dd6e56,locacao_com_operador,,,,,,,
01303221000100-2-000157/2026,"LOCAÇÃO DE CAMINHÃO EQUIPADO COM POLIGUINDASTE, OPERADOR E TODOS OS INSUMOS NECESSÁRIOS PARA A EXECUÇÃO DO SERVIÇO, DESTINADAS A ATENDER AS DIVERSAS DEMANDAS DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA DE GOIANDIRA/GO, PARA MANUTENÇÃO DAS ATIVIDADES DO DMER.",GABINETE DO PREFEITO,GO,2026-07-21,confenge_commercial_pncp_supplier_contracts,3583c75966f26f6e93373f7554963d6b62c0aa8c477c6768006e0f22326a44ab,locacao_com_operador,,,,,,,
13798574000107-2-000014/2026,"A Celebração de Contrato de Locação de Patrulha Mecanizada do Consórcio de Desenvolvimento Sustentável do Velho Chico a Preço de Custo, com ou sem operador de acordo com as regras e responsabilidades definidas em assembieia, tendo em vista o Programa de Infraestrutura do CDS Velho Chico e finalidades de gestão compartilhada de serviços públicos, a fim de atenderas necessidades da Secretaria Municipal de Infraestrutura deste Município de Morpará-Ba",Prefeitura Municipal de Morpará,BA,2026-03-17,confenge_commercial_pncp_supplier_contracts,e32ff1ceae3bbe4076c2570eedaf2484cf5cbe07c0420fcfc91ac978ea410331,locacao_com_operador,,,,,,,
77003424000134-2-000085/2026,"Pelo presente instrumento, credenciam-se empresa (s) para prestação de serviços de retroescavadeira, com operador, para utilização em trabalhos orientados pela Secretaria Municipal de Transportes e Infraestrutura, na região norte do Município.",SECRETARIA DE TRANSPORTES E INFRAESTRUTURA,PR,2026-03-04,confenge_commercial_pncp_supplier_contracts,e80e1d2a227c51db28d37dc3d0285e82382dcea5d1606a04e51e9905bdea51fe,locacao_com_operador,,,,,,,
25223850000180-2-000037/2026,"Credenciamento de pessoas jurídicas para locação de máquinas pesadas, caminhões e veículo utilitário para transporte de passageiros e cargas, com disponibilização de operador ou motorista habilitado, conforme o caso, para atendimento das demandas operacionais, de infraestrutura, manutenção urbana e rural, apoio logístico e ações do Município de Urucuia/MG",Setor de Compras e Licitações,MG,2026-07-14,confenge_commercial_pncp_supplier_contracts,89a78507213a9a6cfc1d1cf0e554cb3b5a1eb6658f03ed5b79cc917715019852,locacao_com_operador,,,,,,,
92698471000133-2-000002/2026,"Contratação de  empresa para a locação de equipamentos de som para o evento institucional denominado “PAINEL DA REFORMA TRIBUTÁRIA – CRCRS”, a ocorrer no dia 26 de março de 2026, em Porto Alegre/RS.",CONSELHO REGIONAL DE CONTABILIDADE - RS,RS,2026-04-08,confenge_commercial_pncp_supplier_contracts,dad4fd6ee96889ccb228d37045d273dcbcd8ee388536090c782dffd3d1e9abf7,locacao_sem_operador,,,,,,,
51642635000123-2-000011/2026,"Execução do Projeto de Sistema de Videomonitoramento Inteligente, prestação de serviço de locação de equipamento, incluindo toda a infraestrutura física e interligação dos prédios Sede, anexo e arredores da Câmara Municipal de Cubatão.",CAMARA MUNICIPAL DE CUBATAO - SP,SP,2026-06-01,confenge_commercial_pncp_supplier_contracts,dd1210e18d6d796bd96830c633b9461815fe1f83dda32260f559f14a9f4060c7,locacao_sem_operador,,,,,,,
01219807000182-2-000059/2026,"Contratação de empresa para locação de maquinaria tipo mini carregadeira, equipada com fresadora e vassoura hidráulica rotativa, destinado a Secretaria Municipal de Infraestrutura Rural e Urbana de Uruaçu-GO.",PREFEITURA MUNICIPAL DE URUAÇU,GO,2026-03-12,confenge_commercial_pncp_supplier_contracts,85bf9a5c97fd3eb56638075626ec04f1bfcbe8f66ef473b439ce791aa7873212,locacao_sem_operador,,,,,,,
07615750000117-2-000114/2025,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE MÁQUINAS PESADAS, PARA ATENDER AS NECESSIDADES DA SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS DO MUNICÍPIO DE JAGUARUANA.",Prefeitura Municipal de Jaguaruana,CE,2026-04-22,confenge_commercial_pncp_supplier_contracts,7fb9795aad8946d42c5a682b3779de1bbe6cd22ed81a03c6fbb2d001f853e65f,locacao_sem_operador,,,,,,,
21154554000113-2-000282/2026,"CT TJMG 136/2026 EXO COMPANY PARTICIPAÇÕES LTDA.

Prestação de serviços de planejamento, coordenação, operacionalização, fornecimento de infraestrutura, locação de equipamentos, disponibilização de profissionais especializados e demais elementos necessários à realização da Sessão Solene de Posse da Direção do Tribunal de Justiça do Estado de Minas Gerais  Biênio 2026/2028, a ser realizada no Palácio das Artes, Belo Horizonte/MG.

SEI 0095837-40.2026.8.13.0000",DIRCOM,MG,2026-06-03,confenge_commercial_pncp_supplier_contracts,a2cf1ef17da57c0171534f5c385d51c2e8d1371e0237f16bc14f9aed877fdb59,locacao_sem_operador,,,,,,,
01153030000109-2-000590/2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS CONTÍNUOS DE VIGILÂNCIA ELETRÔNICA POR MEIO DE SISTEMA DE CIRCUITO FECHADO DE TELEVISÃO (CFTV), COM MONITORAMENTO 24 (VINTE E QUATRO) HORAS, INCLUINDO A LOCAÇÃO DE EQUIPAMENTOS, FORNECIMENTO, INSTALAÇÃO, CONFIGURAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA, SUPORTE TÉCNICO E TODA A INFRAESTRUTURA NECESSÁRIA AO PLENO FUNCIONAMENTO DO SISTEMA, CONTEMPLANDO 10 (DEZ) PONTOS DE MONITORAMENTO.",SECRETARIA DA FAZENDA ,GO,2026-06-26,confenge_commercial_pncp_supplier_contracts,8b03c620d2abbf166fc0ca937ec585bac4ed3614a03cf727685532576f98ba1d,locacao_sem_operador,,,,,,,
44573087000161-2-001111/2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS TECNOLÓGICOS, COMPREENDENDO CHROMEBOOKS COM GERENCIAMENTO EM NUVEM, GABINETES DE CARREGAMENTO, PAINÉIS INTERATIVOS EDUCACIONAIS E DEMAIS EQUIPAMENTOS NECESSÁRIOS À INFRAESTRUTURA DE CONECTIVIDADE E GESTÃO DE REDE, DESTINADOS A ATENDER ÀS DEMANDAS DA SECRETARIA MUNICIPAL DE EDUCAÇÃO DO MUNICÍPIO DE TUPÃ/SP, PELO PERÍODO DE 12 (DOZE) MESES",PREF. DA ESTANCIA TURISTICA DE TUPA,SP,2026-04-10,confenge_commercial_pncp_supplier_contracts,e7ff47003ded351370ad65cf25fb49761a3748cc815ed7d0f8f04cc33382b5c0,locacao_sem_operador,,,,,,,
07598691000116-2-000003/2026,REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS PRESTAÇÕES DE SERVIÇOS DE LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS PESADOS DIVERSOS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE INFRAESTRUTURA E DEMAIS UNIDADES ADMINISTRATIVAS PARTICIPANTES/INTERESSADAS DO MUNICÍPIO DE MASSAPÊ/CE,"SECRETARIA DE PRODUÇÃO RURAL, RECURSOS HÍDRICOS E MEIO AMBIENTE",CE,2026-02-27,confenge_commercial_pncp_supplier_contracts,f7caca60490e6fdf0b6315760394f4e075e80434a1aa2f85eda158e5ea2e6ddb,locacao_sem_operador,,,,,,,
07438187000159-2-000065/2025,LOCAÇÃO DE MÁQUINAS PESADAS DESTINADAS AS ATIVIDADES DA SECRETARIA DE INFRAESTRUTURA E SECRETARIA DE AGRICULTURA DO MUNICÍPIO DE PORANGA-CE,PREFEITURA MUNICIPAL DE PORANGA,CE,2026-05-19,confenge_commercial_pncp_supplier_contracts,0d615bd973efee4fd044a302c63e7d9d8bb6c1535e6bce75d39d1c9be8baef9a,locacao_sem_operador,,,,,,,
01612474000157-2-000057/2026,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS DE SONORIZAÇÃO, ILUMINAÇÃO, PALCO E DEMAIS ITENS DE INFRAESTRUTURA E LOGÍSTICA PARA REALIZAÇÃO DE SHOWS E EVENTOS A SEREM PROMOVIDOS PELO MUNICÍPIO DE SÃO JOÃO DO PACUÍMG.",MUNICIPIO DE SAO JOAO DO PACUI,MG,2026-07-02,confenge_commercial_pncp_supplier_contracts,43de66b86567949b46558322f72e95985fc11dbf8297f3729a3c26790237930c,locacao_sem_operador,,,,,,,
07598691000116-2-000002/2026,"CONTRATAÇÃO DA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS PESADOS DIVERSOS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE MASSAPÊ/CE, CONFORME ATA DE REGISTRO DE PREÇOS Nº 2025.07.03.001",SECRETARIA DE INFRAESTRUTURA,CE,2026-02-27,confenge_commercial_pncp_supplier_contracts,1b863ab690ff7deab82b8161e2ee3202cfdb1cabfc3955efc63b10661553a6fd,locacao_sem_operador,,,,,,,
18017392000167-2-000096/2026,"Contratação de empresa especializada para locação de máquinas pesadas, com a finalidade de atender ás demandas operacionais de todas as Secretarias do Município de JanaúbaMG, abrangendo serviços de infraestrutura, manutenção urbana e rural, transporte de materiais, limpeza pública, apoio logístico e demais atividades correlatas.",MUNICIPIO DE JANAUBA,MG,2026-06-01,confenge_commercial_pncp_supplier_contracts,536947671c99dc5973d4e0cb56727024ef573285f3c8167fb9348b6af8759c8e,locacao_sem_operador,,,,,,,
46634572000123-2-000123/2026,"Registro de preços para a contratação de solução integrada para a locação de equipamentos e serviços de impressão, cópia e digitalização de documentos, com atendimento necessário de infraestrutura, assistência técnica especializada e disponibilização de profissionais capacitados para suporte operacional, atendendo às demandas do Município de Cesário Lange/SP.",Secretaria Mun. de Saúde,SP,2026-03-13,confenge_commercial_pncp_supplier_contracts,fdf6eb63a73dca4beb7060b1524033845075c234bdd8895da813996efc4dc660,locacao_sem_operador,,,,,,,
76972082000106-2-000045/2026,"Prestação de serviços de telefonia em nuvem e locação de equipamentos de telecomunicação, com fornecimento de infraestrutura, suporte técnico e manutenção.",Unidade administrativa,PR,2026-06-22,confenge_commercial_pncp_supplier_contracts,872cd474700d9bd8e3517efb2321e3a3513b5e11685d02a21db7de4faa47f9ff,locacao_sem_operador,,,,,,,
07000268000172-2-000229/2026,"contratação de serviços de locação de máquinas (apoio e terraplanagem) com condutor, a fim de atender às necessidades da Secretaria de Infraestrutura e Urbanismo do Município de Açailândia – MA.",Secretaria Municipal de Agricultura e Pesca,MA,2026-05-19,confenge_commercial_pncp_supplier_contracts,0cfb87d79263aac52342e3aa678c2356a9b0bf123892fd2b6e72d28559dddea1,locacao_sem_operador,,,,,,,
13133909000160-2-000060/2026,"CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE EQUIPAMENTOS DE CLIMATIZAÇÃO E ESTRUTURA MODULAR PARA EVENTOS, DESTINADOS À MONTAGEM DA INFRAESTRUTURA NECESSÁRIA PARA A REALIZAÇÃO DO EVENTO INSTITUCIONAL “CARPINA MULHER – EDIÇÃO II”, PROMOVIDO PELA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARPINA/PE, A SER REALIZADO NO PERÍODO DE 25 A 27 DE MARÇO DE 2026.",FUNDO MUNICIPAL DE SAUDE DE CARPINA,PE,2026-03-31,confenge_commercial_pncp_supplier_contracts,51e605d9ea61ce5d45df73b85d58d77fdd67f46901d6612377a8615f4352a94f,locacao_sem_operador,,,,,,,
60509015000101-2-000978/2026,"REFORMA: DA COBERTURA, DOS SANITÁRIOS, DO LABORATÓRIO, DAS INSTALAÇÕES ELÉTRICAS, CAIXA ELEVADA, EXECUÇÃO DE PISO, CAIXILHOS E TRATAMENTO DE FERROS",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-25,confenge_commercial_pncp_supplier_contracts,2cbacad6f7088dae810216d9a6000c002bf28e96caa5da7c005c85de322ffbee,instalacoes_prediais,,,,,,,
07623069000110-2-000051/2026,"CONTRATAÇÃO DOS SERVIÇOS DE ORGANIZAÇÃO, PLANEJAMENTO E EXECUÇÃO DE EVENTOS, LOCAÇÃO DE INFRAESTRUTURA COM MOBILIÁRIO NECESSÁRIO E ADEQUADO, COMPREENDENDO A MONTAGEM, DESMONTAGEM, LIMPEZA, MANUTENÇÃO, INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS, DE EQUIPAMENTOS E OUTROS SERVIÇOS CORRELATOS, PARA ATENDER AS DEMANDAS DA SECRETARIA DE GOVERNO E SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE URUBURETAMA.",Secretaria de Educação - SME,CE,2026-04-14,confenge_commercial_pncp_supplier_contracts,d0075920a99342510cdee8a608d9b09c7ef61eba5ea1ec60e608ae3ff9218fb3,instalacoes_prediais,,,,,,,
60509015000101-2-001514/2026,"REFORMA DA COBERTURA, DAS INSTALAÇÕES ELÉTRICAS, SPDA, DO RESERVATÓRIO",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-06-29,confenge_commercial_pncp_supplier_contracts,07607ade90de3ec21ba99746c01130849a83fabb01b321ed17fa49a9c43af8a4,instalacoes_prediais,,,,,,,
60509015000101-2-001857/2026,"REFORMA DA COZINHA/DESPENSA, DA COBERTURA, DAS INSTALAÇÕES ELÉTRICAS",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-07-20,confenge_commercial_pncp_supplier_contracts,421caa858816679c678474e8557e5ee4157f9eebb3386670c213a90f9e35377f,instalacoes_prediais,,,,,,,
60509015000101-2-000967/2026,"REFORMA DAS INSTALAÇÕES ELÉTRICAS, DA COBERTURA, EXECUÇÃO DE SPDA E DO MURO",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-25,confenge_commercial_pncp_supplier_contracts,c9ae3178805e9a0b243a8210214967a1ddff4613da4aaf5e45d32230bb9596ee,instalacoes_prediais,,,,,,,
60509015000101-2-000873/2026,"REFORMA DA COBERTURA. DAS INSTALAÇÕES ELÉTRICAS, EXECUÇÃO DE PISOS E FORROS",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-21,confenge_commercial_pncp_supplier_contracts,1c7aeb7cfbad88c80c85266098439b2f35d359b2e811a378c8205170819950f7,instalacoes_prediais,,,,,,,
60509015000101-2-000968/2026,"REFORMA GERAL DA QUADRA DE ESPORTES COBERTA E DESCOBERTA, DO RESERVATÓRIO, DO SISTEMA SPDA, DAS INSTALAÇÕES ELÉTRICAS E DA COBERTURA DO PRÉDIO",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-25,confenge_commercial_pncp_supplier_contracts,099d3c87f91dc98afa374a03d1a3d3ee3a92eb0541a2d52352470bda4a9d5a58,instalacoes_prediais,,,,,,,
60509015000101-2-000531/2026,"REFORMA DA COBERTURA, DAS INSTALAÇÕES HIDRÁULICAS E EXECUÇÃO DE MURO DE DIVISA",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-12,confenge_commercial_pncp_supplier_contracts,560c7166ae7ad12b409c2710256ddb0dfa2dce1314a3fb4f27aace850d1cd099,instalacoes_prediais,,,,,,,
87612800000141-2-000070/2026,"PRESTAÇÃO DE SERVIÇO  COM FORNECIMENTO DE TODO MATERIAL NECESSÁRIO PARA REALIZAÇÃO DA REFORMA (PINTURA, FORRO,PISO DE TACO DE MADEIRA, ILUMINAÇÃO E INSTALAÇÕES ELÉTRICAS) NA SALA ONDE FUNCIONA A SECRETARIA MUNICIPAL DE AGRICULTURA, NO PALÁCIO MUNICIPAL WAL",MUNICIPIO DE TRES DE MAIO/RS,RS,2026-03-10,confenge_commercial_pncp_supplier_contracts,03ebb58428c54b359058fb2e11dec620858ae395b0727eb1ed6edaa2590fe93d,instalacoes_prediais,,,,,,,
60509015000101-2-001512/2026,"REFORMA GERAL DA COBERTURA, DOS SANITÁRIOS, COZINHA/DESPENSA, INSTALAÇÕES ELÉTRICAS E DA QUADRA DE ESPORTES",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-06-29,confenge_commercial_pncp_supplier_contracts,66e31da7d5e690b6bc40639eeda13c66eed823e0594ec0fbfa83184468551e34,instalacoes_prediais,,,,,,,
60509015000101-2-000566/2026,"RECUPERAÇÃO ESTRUTURAL, REFORMA DA COBERTURA, COZINHA, INSTALAÇÕES ELÉTRICAS E SANITÁRIOS",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-12,confenge_commercial_pncp_supplier_contracts,a6f87128d6871ec5e9062b9fcaeb1a686ef701f26cd20b061a567dc0c355c721,instalacoes_prediais,,,,,,,
60509015000101-2-000845/2026,"REFORMA DA COBERTURA, SANITÁRIOS, PISOS EXTERNOS, QUADRA DE ESPORTES, MINI QUADRA, MURO, REVISÃO DAS INSTALAÇÕES ELÉTRICAS E HIDRÁULICAS.",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-21,confenge_commercial_pncp_supplier_contracts,2d1bba5dd61d1308e66c6a1626308d3572abfaaf05a541f8ea7db8f73824c124,instalacoes_prediais,,,,,,,
60509015000101-2-000869/2026,"REFORMA GERAL DA COBERTURA, DAS INSTALAÇÕES ELÉTRICAS, SPDA E RESERVATÓRIO INFERIOR E ELEVADO E ADEQUAÇÃO DA COZINHA",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-21,confenge_commercial_pncp_supplier_contracts,17ad5ad27365fe633b7afc6854afc1556e54df80bd6e7b0210dd6ea64e3b2dc3,instalacoes_prediais,,,,,,,
60509015000101-2-000522/2026,"REFORMA DA COZINHA E DESPENSA, DA COBERTURA, DOS SANITÁRIOS, DAS INSTALAÇÕES ELÉTRICAS E EXECUÇÃO DE PISOS",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-12,confenge_commercial_pncp_supplier_contracts,074d5912122763533876a89118c0c65987d30cb05be301e387a4c1045a5123e1,instalacoes_prediais,,,,,,,
60509015000101-2-000867/2026,"REFORMA DA COBERTURA, DOS SANITÁRIOS, DA COZINHA E DESPENSA, DAS INSTALAÇÕES ELÉTRICAS, DA QUADRA DE ESPORTES, SUBSTITUIÇÃO DE PISOS, CAIXILHOS, ADEQUAÇÕES DE AMBIENTES,",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-21,confenge_commercial_pncp_supplier_contracts,432f8d5924b96a369cf56223441fb090851b300777c527bf154c773a5b791d5a,instalacoes_prediais,,,,,,,
60509015000101-2-001728/2026,"REFORMA DA COBERTURA, CAIXILHOS, INSTALAÇÕES ELÉTRICAS, DOS SANITÁRIOS, COZINHA/DESPENSA, JUNTAS DE DILATAÇÃO",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-07-13,confenge_commercial_pncp_supplier_contracts,d1d81318a67b59f859ae37423eff3a4f03fc5fe085e62b3d968c353fa8204148,instalacoes_prediais,,,,,,,
60509015000101-2-001736/2026,"REFORMA DA QUADRA DE ESPORTES, DA COBERTURA, DAS INSTALAÇÕES ELÉTRICAS, DA CALÇADA,",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-07-13,confenge_commercial_pncp_supplier_contracts,e563a0dcd6b2d3c702500d6e7fdef7a3e7155ae8e4153b2a5a7846393f082676,instalacoes_prediais,,,,,,,
60509015000101-2-000605/2026,"REFORMA DE: COBERTURA, COZINHA E DESPENSA, SANITÁRIOS, INSTALAÇÕES ELÉTRICAS, QUADRA DE ESPORTES, RECOMPOSIÇÃO DE TRECHO DE MURO DE DIVISA, PINTURA E SERVIÇOS COMPLEMENTARES",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-12,confenge_commercial_pncp_supplier_contracts,b83d769c572bfd4c60420b672c9bbfae6cee269b256fdd1856a37404f6ce20b0,instalacoes_prediais,,,,,,,
60509015000101-2-000279/2026,"REFORMA DO MUROS E ESTRUTURA DO PRÉDIO, REVISÃO DAS INSTALAÇÕES ELÉTRICAS E REATIVAÇÃO DO SISTEMA DO RESERVATÓRIO DE ÁGUA SERVIDA",ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-03-30,confenge_commercial_pncp_supplier_contracts,88f3d36db059a24ad5a045783fec07647bf5bcf677f3ecb366f37174a5d3734d,instalacoes_prediais,,,,,,,
60509015000101-2-001209/2026,EXECUÇÃO DE INFRAESTRUTURA ELÉTRICA E DE CLIMATIZAÇÃO.,ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-06-11,confenge_commercial_pncp_supplier_contracts,626759842013ff66e197ac806c50ab084ee4730366085b45d40f5b6016da7e56,climatizacao,,,,,,,
60509015000101-2-000563/2026,EXECUÇÃO DE INFRAESTRUTURA ELÉTRICA E DE CLIMATIZAÇÃO.,ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-05-12,confenge_commercial_pncp_supplier_contracts,e4f73674c6032a03b30f70912b6e30662dce658538abcb9db4938b8372296114,climatizacao,,,,,,,
07954480000179-2-008185/2026,"RECUPERAÇÃO ESTRUTURAL, REFORMA DO MURO, REFORAM DA GRADE FRONTAL, REFORAM DO PORTÃO DE VEÍCULOS, PAISAGISMO E BASES PARA MÁQUINAS DE ÁR-CONDICIONADOS - EEEP PAULO VI - (SEFOR 3)",EEEP PAULO VI,CE,2026-04-09,confenge_commercial_pncp_supplier_contracts,e9b4e460f69a914be725693fdaa6b4f3f2ec017e7ee3eb5f697eb62b007f3a73,climatizacao,,,,,,,
83900969000146-2-000022/2026,"Contratação de espaço físico em ambiente de Coworking, localizado em Joinville/SC, com disponibilização de sala privativa destinada ao funcionamento da Seccional Norte do CRF/SC, com infraestrutura completa e adequada ao desempenho das atividades institucionais, incluindo mobiliário, climatização, internet de alta velocidade, energia elétrica, serviços de recepção, limpeza, segurança, bem como demais facilidades necessárias ao atendimento ao público e ao funcionamento administrativo da unidad...",CONSELHO REG. DE FARMACIA DE SANTA CATARINA,SC,2026-05-18,confenge_commercial_pncp_supplier_contracts,1e80daa7824272a8835f0928f7299d7e16f3545b17ad3b43f17224e1d5fb0524,climatizacao,,,,,,,
60509015000101-2-001304/2026,EXECUÇÃO DE INFRAESTRUTURA ELÉTRICA E DE CLIMATIZAÇÃO.,ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-06-15,confenge_commercial_pncp_supplier_contracts,e6b7214181a2f452b07095fab65885067599119cfdcb85d6866d8d0ec27867a6,climatizacao,,,,,,,
60509015000101-2-001118/2026,EXECUÇÃO DE INFRAESTRUTURA ELÉTRICA E DE CLIMATIZAÇÃO.,ESP-PRESTACAO DE SERVICOS FDE/SEE,SP,2026-06-01,confenge_commercial_pncp_supplier_contracts,578ca64a7e0404a7f2de79ca60ea62c2e41b345c5e8fcc7b2695793a7cc3a107,climatizacao,,,,,,,
